Projet,job,file,stage,idIO,typeIO
MGTPRD,Jx_LABISValidODSfSELOL02Trans32LIENCTRPAP,#ParRepDataset#Ds_LABISValidODSfSELOL01Extr04LIENCTRPAPIER.ds,Ds_LABISValidODSfSELOL01Extr04LIENCTRPAPIER,V63S0P3,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA01Extr01SAREFTR_UO,#ParRepDataset#DS_SAREF_UO.ds,DS_SAREF_UO,V0S83P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr02SAREFTJ_LIBUO,#ParRepDataset#DS_SAREF_LIBUO.ds,DS_SAREF_LIBUO,V11S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr03SMATR_CATEGORIE,#ParRepDataset#DS_SMA_CATEGORIE.ds,DS_SMA_CATEGORIE,V0S83P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr04SMATR_RESEAU,#ParRepDataset#DS_SMA_RESEAU.ds,DS_SMA_RESEAU,V12S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr05SMATR_SOCIETES,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V13S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr06SMATR_TYPE_CLI,#ParRepDataset#DS_SMA_TYPE_CLI.ds,DS_SMA_TYPE_CLI,V14S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr07SMATR_CLI_SYN,#ParRepDataset#DS_SMA_CLI_SYN.ds,DS_SMA_CLI_SYN,V18S1P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr08SMATR_TYPE_CREANCE,#ParRepDataset#DS_SMA_TYPE_CREANCE.ds,DS_SMA_TYPE_CREANCE,V16S1P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr09SMATR_TYPE_ECRITURE,#ParRepDataset#DS_SMA_TYPE_ECRITURE.ds,DS_SMA_TYPE_ECRITURE,V17S1P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr10SMATR_TYPVOIE,#ParRepDataset#DS_SMA_TYPVOIE.ds,DS_SMA_TYPVOIE,V11S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr11SMATJ_CLI_CAT,#ParRepDataset#DS_SMA_CLI_CAT.ds,DS_SMA_CLI_CAT,V0S83P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr12SMATJ_CLI_DEL,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V11S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr13SMATJ_SOC_GES_CLI,#ParRepDataset#DS_SMA_SOC_GES_CLI.ds,DS_SMA_SOC_GES_CLI,V13S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr14SMATJ_TYP_CLIENT,#ParRepDataset#DS_SMA_TYP_CLIENT.ds,DS_SMA_TYP_CLIENT,V14S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr15SMATJ_RES_CLI,#ParRepDataset#DS_SMA_RES_CLI.ds,DS_SMA_RES_CLI,V12S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr16COPST_COMPTE_CLIENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V65S1P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr17COPST_SOCIETE,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V64S0P2,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr18SELDRT_CORRESP_GSB_UO,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V64S1P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr19SMAT_SOUS_CLIENT,#ParRepDataset#DS_SMA_SOUS_CLIENT.ds,DS_SMA_SOUS_CLIENT,V12S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr20SMAT_CREANCE,#ParRepDataset#DS_SMA_CREANCE.ds,DS_SMA_CREANCE,V13S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr21SMAT_NDC,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V14S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr22SMAT_CLIENT,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V0S83P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr23SMAT_AFFECTATION,#ParRepDataset#DS_SMA_AFFECTATION.ds,DS_SMA_AFFECTATION,V17S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr24SMAT_IMPUTATION,#ParRepDataset#DS_SMA_IMPUTATION.ds,DS_SMA_IMPUTATION,V16S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA01Extr25SMAT_PAIEMENT,#ParRepDataset#DS_SMA_PAIEMENT.ds,DS_SMA_PAIEMENT,V15S0P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans02ORGANISATION,#ParRepDataset#Ds_LABISValidODSfSMA02Trans02ORGANISATION.ds,Ds_LABISValidODSfSMA02Trans02ORGANISATION,V0S102P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans02ORGANISATION,#ParRepDataset#DS_SAREF_UO.ds,DS_SAREF_UO,V11S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans02ORGANISATION,#ParRepDataset#DS_SAREF_LIBUO.ds,DS_SAREF_LIBUO,V12S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans03TYPEMVT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans03TYPEMVT.ds,Ds_LABISValidODSfSMA02Trans03TYPEMVT,V0S96P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans03TYPEMVT,#ParRepDataset#DS_SMA_TYPE_CREANCE.ds,DS_SMA_TYPE_CREANCE,V11S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans04TYPEPAIEMT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans04TYPEPAIEMT.ds,Ds_LABISValidODSfSMA02Trans04TYPEPAIEMT,V0S96P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans04TYPEPAIEMT,#ParRepDataset#DS_SMA_TYPE_ECRITURE.ds,DS_SMA_TYPE_ECRITURE,V12S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans05AGREGCLIENT,#ParRepDataset#DS_SMA_RESEAU.ds,DS_SMA_RESEAU,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans05AGREGCLIENT,#ParRepDataset#Ds_LABISValidODSfSMA01Trans05AGREGCLIENT.ds,Ds_LABISValidODSfSMA01Trans05AGREGCLIENT,V0S98P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans06TYPECPTE,#ParRepDataset#DS_SMA_TYPE_CLI.ds,DS_SMA_TYPE_CLI,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans06TYPECPTE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans06TYPECPTE.ds,Ds_LABISValidODSfSMA02Trans06TYPECPTE,V0S98P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#Ds_LABISValidODSfSMA02Trans07Tiers.ds,Ds_LABISValidODSfSMA02Trans07Tiers,V0S123P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#DS_SMA_RES_CLI.ds,DS_SMA_RES_CLI,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V13S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#DS_SMA_TYPVOIE.ds,DS_SMA_TYPVOIE,V15S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans07TIERS,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans08CPTECLIENT.ds,Ds_LABISValidODSfSMA02Trans08CPTECLIENT,V0S136P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V13S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P3,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V17S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans08CPTECLIENT,#ParRepDataset#DS_SMA_TYP_CLIENT.ds,DS_SMA_TYP_CLIENT,V18S1P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans09CONTRAT.ds,Ds_LABISValidODSfSMA02Trans09CONTRAT,V0S139P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#DS_SMA_SOUS_CLIENT.ds,DS_SMA_SOUS_CLIENT,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V18S4P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans09CONTRAT,#ParRepDataset#DS_SMA_CLI_SYN.ds,DS_SMA_CLI_SYN,V19S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans10FACTURE.ds,Ds_LABISValidODSfSMA02Trans10FACTURE,V0S198P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans08CPTECLIENT.ds,Ds_LABISValidODSfSMA02Trans08CPTECLIENT,V0S204P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#DS_SMA_CREANCE.ds,DS_SMA_CREANCE,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V23S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V25S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V45S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans10FACTURE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V53S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans11LIGNEFACTURE.ds,Ds_LABISValidODSfSMA02Trans11LIGNEFACTURE,V0S162P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_CREANCE.ds,DS_SMA_CREANCE,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V28S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans11LIGNEFACTURE,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V29S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans12PAIEMENT.ds,Ds_LABISValidODSfSMA02Trans12PAIEMENT,V0S173P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#Ds_LABISValidODSfSMA02Trans08CPTECLIENT.ds,Ds_LABISValidODSfSMA02Trans08CPTECLIENT,V0S174P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#DS_SMA_PAIEMENT.ds,DS_SMA_PAIEMENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#DS_SMA_IMPUTATION.ds,DS_SMA_IMPUTATION,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V31S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V32S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans12PAIEMENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V33S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#Ds_LABISValidODSfSMA02Trans13LETTRAGE.ds,Ds_LABISValidODSfSMA02Trans13LETTRAGE,V0S177P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_IMPUTATION.ds,DS_SMA_IMPUTATION,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V31S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V32S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_AFFECTATION.ds,DS_SMA_AFFECTATION,V35S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans13LETTRAGE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V36S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA02Trans14DedoublCPTECLI,#ParRepDataset#Ds_LABISValidODSfSMA02Trans14DedoublCPTECLI.ds,Ds_LABISValidODSfSMA02Trans14DedoublCPTECLI,V0S181P1,CustomInput
MGTPRD,Jx_LABISValidODSfSMA02Trans14DedoublCPTECLI,#ParRepDataset#Ds_LABISValidODSfSMA02Trans08CPTECLIENT.ds,Ds_LABISValidODSfSMA02Trans08CPTECLIENT,V56S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA080ChgORGANISATION,#ParRepDataset#DS_SAREF_UO.ds,DS_SAREF_UO,V11S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA080ChgORGANISATION,#ParRepDataset#DS_SAREF_LIBUO.ds,DS_SAREF_LIBUO,V12S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA090ChgTYPEMVT,#ParRepDataset#DS_SMA_TYPE_CREANCE.ds,DS_SMA_TYPE_CREANCE,V11S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA100ChgTYPEPAIEMT,#ParRepDataset#DS_SMA_TYPE_ECRITURE.ds,DS_SMA_TYPE_ECRITURE,V12S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA110ChgAGREGCLIENT,#ParRepDataset#DS_SMA_RESEAU.ds,DS_SMA_RESEAU,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA120ChgTYPECPTE,#ParRepDataset#DS_SMA_TYPE_CLI.ds,DS_SMA_TYPE_CLI,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA130ChgTIERS,#ParRepDataset#DS_SMA_RES_CLI.ds,DS_SMA_RES_CLI,V0S97P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA130ChgTIERS,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V13S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA130ChgTIERS,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA130ChgTIERS,#ParRepDataset#DS_SMA_TYPVOIE.ds,DS_SMA_TYPVOIE,V15S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA130ChgTIERS,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA140ChgCPTECLIENT,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V13S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA140ChgCPTECLIENT,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA140ChgCPTECLIENT,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P3,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA140ChgCPTECLIENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V17S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA140ChgCPTECLIENT,#ParRepDataset#DS_SMA_TYP_CLIENT.ds,DS_SMA_TYP_CLIENT,V18S1P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA150ChgCONTRAT,#ParRepDataset#DS_SMA_CLIENT.ds,DS_SMA_CLIENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA150ChgCONTRAT,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V16S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA150ChgCONTRAT,#ParRepDataset#DS_SMA_SOUS_CLIENT.ds,DS_SMA_SOUS_CLIENT,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA150ChgCONTRAT,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V18S4P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA150ChgCONTRAT,#ParRepDataset#DS_SMA_CLI_SYN.ds,DS_SMA_CLI_SYN,V19S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA160ChgFACTURE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA160ChgFACTURE,#ParRepDataset#DS_SMA_CREANCE.ds,DS_SMA_CREANCE,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA160ChgFACTURE,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V23S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA160ChgFACTURE,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V25S0P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA160ChgFACTURE,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V45S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA170ChgLIGNEFACTURE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA170ChgLIGNEFACTURE,#ParRepDataset#DS_SMA_CREANCE.ds,DS_SMA_CREANCE,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA170ChgLIGNEFACTURE,#ParRepDataset#DS_SMA_CLI_DEL.ds,DS_SMA_CLI_DEL,V28S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA170ChgLIGNEFACTURE,#ParRepDataset#DS_SELDR_CORRESP_GSB_UO.ds,DS_SELDR_CORRESP_GSB_UO,V29S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA180ChgPAIEMENT,#ParRepDataset#DS_SMA_PAIEMENT.ds,DS_SMA_PAIEMENT,V14S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA180ChgPAIEMENT,#ParRepDataset#DS_SMA_IMPUTATION.ds,DS_SMA_IMPUTATION,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA180ChgPAIEMENT,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V31S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA180ChgPAIEMENT,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V32S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA180ChgPAIEMENT,#ParRepDataset#DS_COPS_CPTE_CLIENT.ds,DS_COPS_CPTE_CLIENT,V33S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA190ChgLETTRAGE,#ParRepDataset#DS_SMA_IMPUTATION.ds,DS_SMA_IMPUTATION,V17S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA190ChgLETTRAGE,#ParRepDataset#DS_SMA_SOCIETES.ds,DS_SMA_SOCIETES,V31S0P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA190ChgLETTRAGE,#ParRepDataset#DS_COPS_SOCIETE.ds,DS_COPS_SOCIETE,V32S2P2,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA190ChgLETTRAGE,#ParRepDataset#DS_SMA_AFFECTATION.ds,DS_SMA_AFFECTATION,V35S2P1,CustomOutput
MGTPRD,Jx_LABISValidODSfSMA190ChgLETTRAGE,#ParRepDataset#DS_SMA_NDC.ds,DS_SMA_NDC,V36S0P1,CustomOutput
MGTPRD,Jx_PERCENTILE,\(2)\(2)0\(1)\(3)file\(2)/export/home/exp/applications/mgt/labis/datastage/tmp/PERCENTILE.txt\(2)0,Sequential_File_48,V0S48P1,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_01,\(2)\(2)0\(1)\(3)file\(2)/work/home/dsprd1/tmp/OUT_Catalogues_RESERVOIR.csv\(2)0,OCTAV_Writer_Out,V0S71P2,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_01,\(2)\(2)0\(1)\(3)file \(2)/work/home/dsprd1/tmp/Catalogues_RESERVOIR.csv\(2)0,ListeNumCatalogue,V28S2P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_01,/work/home/dsprd1/tmp/OCTAVT_TITRE.ds,OCTAVT_TITRE_DS,V30S0P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_02,\(2)\(2)0\(1)\(3)file\(2)/work/home/dsprd1/tmp/OUT_Catalogues_RESERVOIR_2.csv\(2)0,OCTAV_Writer_Out,V0S71P2,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_02,\(2)\(2)0\(1)\(3)file \(2)/work/home/dsprd1/tmp/Catalogues_RESERVOIR.csv\(2)0,ListeNumCatalogue,V28S2P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_02,/work/home/dsprd1/tmp/OCTAVT_TITRE.ds,OCTAVT_TITRE_DS,V30S0P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_03,\(2)\(2)0\(1)\(3)file\(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/OUT_Catalogues_RESERVOIR_2.csv\(2)0,OCTAV_Writer_Out,V0S71P2,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_RESERVOIR_03,\(2)\(2)0\(1)\(3)file \(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/RESERVOIR2.csv\(2)0,ListeNumCatalogue,V28S2P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_REVERB_01,\(2)\(2)0\(1)\(3)file\(2)/work/home/dsprd1/tmp/OUT_Catalogues_RESERVOIR_2.csv\(2)0,OCTAV_Writer_Out,V0S71P2,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_REVERB_01,\(2)\(2)0\(1)\(3)file \(2)/work/home/dsprd1/tmp/Catalogues_RESERVOIR.csv\(2)0,ListeNumCatalogue,V28S2P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_REVERB_01,/work/home/dsprd1/tmp/OCTAVT_TITRE.ds,OCTAVT_TITRE_DS,V30S0P1,CustomOutput
MGTPRD,Jx01_Enrichir_NumCatalogue_REVERB_03,\(2)\(2)0\(1)\(3)file\(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/OUT_Catalogues_REVERB_2.csv\(2)0,OCTAV_Writer_Out,V0S71P2,CustomInput
MGTPRD,Jx01_Enrichir_NumCatalogue_REVERB_03,\(2)\(2)0\(1)\(3)file \(2)/export/home/dsprd1/applications/mgt/labis/datastage/tmp/PILOT415/REVERB2.csv\(2)0,ListeNumCatalogue,V28S2P1,CustomOutput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,\(2)\(2)0\(1)\(3)file\(2)/work/home/dsprd1/tmp/OSCAR_BMI_Publisher_Out.csv\(2)0,PublisherOut,V0S116P1,CustomInput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,/work/home/dsprd1/tmp/Writer_BMII_Out.ds,WriterOutDS,V0S124P1,CustomInput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,\(2)\(2)0\(1)\(3)file \(2)/work/home/dsprd1/tmp/BMIPublisher.csv\(2)0,BMIPublisher,V0S68P1,CustomOutput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,\(2)\(2)0\(1)\(3)file\(2)/work/home/dsprd1/tmp/OSCAR_BMI_Writer_Out.csv\(2)0,WriterOut,V10S0P2,CustomInput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,/work/home/dsprd1/tmp/OCTAVT_TITRE.ds,OCTAVT_TITRE_DS,V15S0P1,CustomInput
MGTPRD,JxBMI01_FindPublisherAndWriterInOSCAR,\(2)\(2)0\(1)\(3)file \(2)/work/home/dsprd1/tmp/BMIWriters.csv\(2)0,BMIWriters,V7S2P1,CustomOutput
