"idjob_path","jobName","jobFileName"," filePath"," TrueFilePath","DatasetFilePath","TrueDatasetFilePath","recordType"
"230","Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJx_FEUILLET_04_CTRL_COPSS_RELEVElog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomInput"
"231","Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJx_FEUILLET_04_CTRL_COPSS_RELEVElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_TECH_04_CTL_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/DFN001.csv","","","CustomInput"
"232","Jx_FEUILLET_04_CTRL_COPSS_RELEVE","SUPprdJx_FEUILLET_04_CTRL_COPSS_RELEVElog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_SOURCES##PAR_FIC_COPSS_RELEVE#.txt\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/sources/DFN001.txt","","","CustomOutput"
"233","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"234","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_EDIT_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_EDIT_OSCAR.csv","","","CustomInput"
"235","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_GED_OSCAR_PENEF.ds","CustomOutput"
"236","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_RELEVE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"237","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_DECOMPTE_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"238","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","","","#PAR_PATH_DATASET#DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_AUTOFACT_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"239","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_GED_OSCAR#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_GED_OSCAR.csv","","","CustomInput"
"240","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_RELEVE.csv","","","CustomInput"
"241","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_DECOMPTE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_DECOMPTE.csv","","","CustomInput"
"242","Jx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEF","SUPprdJx_FEUILLET_01_FMT_ROUTAGE_EDIT_OSCAR_PENEFlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT##PAR_FIC_RESULTAT_AUTOFACT#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/resultats/FIC_RESULTAT_AUTOFACT.csv","","","CustomInput"
"243","Jx_FEUILLET_03_EXTR_PENEF","SUPprdJS_FEUILLET_00_INITPARAMlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_EXTRACT_PENEF.ds","CustomInput"
"244","Jx_FEUILLET_06_CREAT_REJ_VIDE","SUPprdJS_FEUILLET_00_INITPARAMlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_#PAR_FIC_REJ#.csv\(2)0","","","","CustomInput"
"245","Jx_TRACO_01_EXTR_RELATLIGOEUV","SUPprdJx_TRACO_01_EXTR_RELATLIGOEUVlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_RELATLIGOEUV.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_RELATLIGOEUV.ds","CustomInput"
"246","Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_05_EXTR_PENEF_INFOAD_KEYLIG.ds","CustomInput"
"247","Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"248","Jx_TRACO_05_EXTR_PENEF_INFOAD_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"249","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"250","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_EXTR_PENEF_OEUVCTX_KEYLIG.ds","CustomInput"
"251","Jx_TRACO_04_EXTR_PENEF_OEUVCTX_KEYLIG","SUPprdJS_TRACO_02_RAP_OEUVCTX_INFOAD_KEYLIGlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PENEF_KEYLIG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PENEF_KEYLIG.ds","CustomOutput"
"252","Jx_TRACO_04_RAP_OEUVCTX_INFOAD","SUPprdJx_TRACO_04_RAP_OEUVCTX_INFOADlog.txt","","","#PAR_PATH_DATASET#DS_04_RAP_OEUVCTX_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_RAP_OEUVCTX_INFOAD.ds","CustomInput"
"253","Jx_TRACO_04_RAP_OEUVCTX_INFOAD","SUPprdJx_TRACO_04_RAP_OEUVCTX_INFOADlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"254","Jx_TRACO_04_RAP_OEUVCTX_INFOAD","SUPprdJx_TRACO_04_RAP_OEUVCTX_INFOADlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_PENEF_INFOAD.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_PENEF_INFOAD.ds","CustomOutput"
"255","Jx_TRACO_02_EXTR_OEUVCTX","SUPprdJx_TRACO_02_EXTR_OEUVCTXlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_OEUVCTX.ds","CustomInput"
"256","Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","SUPprdJx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTXlog.txt","","","#PAR_PATH_DATASET#DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX.ds","CustomInput"
"257","Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","SUPprdJx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTXlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_SOURCES#SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/sources/SF_01_WEBDR_ELIZA_PIVOT_PENEL_PENEF.csv","","","CustomInput"
"258","Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","SUPprdJx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTXlog.txt","","","#PAR_PATH_DATASET#DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_WEBDER_ELIZA_PIVOT_OK_PENEL.ds","CustomOutput"
"259","Jx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTX","SUPprdJx_TRACO_04_WEBDR_ELIZA_PIVOT_PENEL_OEUVCTXlog.txt","","","#PAR_PATH_DATASET#DS_03_EXTR_PENEF_OEUVCTX.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_EXTR_PENEF_OEUVCTX.ds","CustomOutput"
"260","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_IDFIC_PROG_ELIZA_WEBDR#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_IDFIC_PROG_ELIZA_WEBDRPAR_LISTE_IDFIC_PROG_ELIZA_WEBDR","","","CustomInput"
"261","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_DATDECLT_PROG_ELIZA_WEBDRPAR_LISTE_DATDECLT_PROG_ELIZA_WEBDR","","","CustomInput"
"262","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","","","#PAR_PATH_DATASET#DS_01_APP_WEBDR_ELIZA_PT.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_APP_WEBDR_ELIZA_PT.ds","CustomOutput"
"263","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","","","#PAR_PATH_DATASET#DS_02_EXTR_PIVOT_PROG.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_EXTR_PIVOT_PROG.ds","CustomOutput"
"264","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","","","#PAR_PATH_DATASET#DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_03_RAP_WEBDR_ELIZA_PIVOT_OK.ds","CustomInput"
"265","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_03_RAP_WEBDR_ELIZA_PIVOT_KO_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_112440.csv","","","CustomInput"
"266","Jx_TRACO_03_RAP_WEBDR_ELIZA_PIVOT","SUPprdJx_TRACO_03_RAP_WEBDR_ELIZA_PIVOTlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_PROG_ELIZA_WEBDR#\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/ini/LISTE_PROG_ELIZA_WEBDRPAR_LISTE_PROG_ELIZA_WEBDR","","","CustomInput"
"267","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJS_TRACO_00_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_RESULTATlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","","","CustomInput"
"268","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJS_TRACO_00_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_RESULTATlog.txt","","","#PAR_PATH_DATASET#DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_06_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF.ds","CustomOutput"
"269","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJS_TRACO_00_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_RESULTATlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228.csv","","","CustomInput"
"270","Jx_TRACO_07_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final","SUPprdJS_TRACO_00_FMT_ELIZA_WEBDR_PIVOT_PENEL_PENEF_RESULTATlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_07_RAP_ELIZA_WEBDR_PIVOT_PENEL_PENEF_Resultat_Final_#PAR_NUM_REPART#_#PAR_TRAITEMENT_DATE_TIME#_Filtre.csv\(2)0","/work/home/dsprd1/applications/sup/traco/datastage/resultats/647/20190729_115228_Filtre.csv","","","CustomInput"
"271","Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJS_FEUILLET_00_CPTRlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_*.csv","","","CustomOutput"
"272","Jx_FEUILLET_01_CPTR_REJETS_FUSION","SUPprdJS_FEUILLET_00_CPTRlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU#FEUILLET_FICHIER_REJET_GLOBALE.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/FEUILLET_FICHIER_REJET_GLOBALE.csv","","","CustomInput"
"273","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomInput"
"274","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12log.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomInput"
"275","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_EN#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_ENPAR_FIC_LISTE_COAD_IDE12_EN","","","CustomInput"
"276","Jx_REPART_01_EXTR_BI_IDE12","SUPprdJx_REPART_01_EXTR_BI_IDE12log.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_FIC_LISTE_COAD_IDE12_FR#\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/ini/SF_Liste_COAD_IDE12_FRPAR_FIC_LISTE_COAD_IDE12_FR","","","CustomInput"
"277","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1log.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","","","CustomInput"
"278","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1log.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp##ParFicRapprochVte#\(2)0","","","","CustomInput"
"279","PIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1","SUPprdPIVOLExtrTitrPourUlyssEtPenel40OraExtrEtChrgVentes_TEST1log.txt","\(2)\(2)0\(1)\(3)file\(2)#ParRepTmp#xxx_#ParFicRapprochVte#\(2)0","","","","CustomInput"
"280","PENELExtrCrdUmpi02OraFfExtrPenef","SUPprdPENELExtrCrdUmpi02OraFfExtrPeneflog.txt","\(2)\(2)0\(1)\(3)file\(2)#$ParRepCib##ParFicCible#\(2)0","","","","CustomInput"
"281","Jx_FEUILLET_03_CPTR_REJETS_BL","SUPprdJx_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)filepattern\(2)#PAR_PATH_REJETS#REJETS_BL*.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/REJETS_BL*.csv","","","CustomOutput"
"282","Jx_FEUILLET_03_CPTR_REJETS_BL","SUPprdJx_FEUILLET_03_CPTR_REJETS_BLlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_COMPTE_RENDU##PAR_FIC_CPTE_RENDU_REJETS_BL#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/cpterendu/CPTE_RENDU_REJETS_BL.csv","","","CustomInput"
"283","Jx_FEUILLET_05_CONST_LISTE_FIC","SUPprdJS_FEUILLET_04_CONVERT_FIClog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#_TRAV\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/ini/LISTE_FIC_SRCE_TRAV","","","CustomOutput"
"284","Jx_FEUILLET_05_CONST_LISTE_FIC","SUPprdJS_FEUILLET_04_CONVERT_FIClog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_INI##PAR_LISTE_FIC_SRCE#\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/ini/LISTE_FIC_SRCEPAR_LISTE_FIC_SRCE","","","CustomInput"
"285","Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF.ds","CustomOutput"
"286","Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","","","#PAR_PATH_DATASET#DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DS_RAP_ROUTAGE_EDIT_OSCAR_PENEF_RELEVE.ds","CustomInput"
"287","Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","","","#PAR_PATH_DATASET##PAR_FIC_COPSS_RELEVE#.ds","/work/home/dsprd1/applications/sup/feuillet/datastage/dataset/DFN001.ds","CustomOutput"
"288","Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_NB_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN001.csv","","","CustomInput"
"289","Jx_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVE","SUPprdJS_FEUILLET_04_APP_ROUTAGE_EDIT_RELEVElog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_REJETS#REJETS_BL_FONC_04_APP_#PAR_FIC_COPSS_ROUTAGE_EDIT#_#PAR_FIC_COPSS_RELEVE#.csv\(2)0","/work/home/dsprd1/applications/sup/feuillet/datastage/rejets/ROUTAG_FEUILLETN_EDIT_REQ/DFN001.csv","","","CustomInput"
"290","Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","SUPprdJx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSSlog.txt","","","#PAR_PATH_DATASET#DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_02_RAP_WEBDR_ELIZA_PIVOT_ULYSS.ds","CustomInput"
"291","Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","SUPprdJx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSSlog.txt","","","#PAR_PATH_DATASET#DS_01_EXTR_ULYSS.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_01_EXTR_ULYSS.ds","CustomOutput"
"292","Jx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSS","SUPprdJx_TRACO_04_RAP_WEBDR_ELIZA_PIVOT_OK_KO_ULYSSlog.txt","","","#PAR_PATH_DATASET#DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","/work/home/dsprd1/applications/sup/traco/datastage/dataset/DS_08_FUSION_WEBDR_ELIZA_PIVOT_OK_KO.ds","CustomOutput"
"293","Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SUPprdJS_REPART_02_CALC_MT_OEUV_IDE12_CSVlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12_FR.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/resultats/SF_EXTRACT_BI_IDE12_FR.csv","","","CustomInput"
"294","Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SUPprdJS_REPART_02_CALC_MT_OEUV_IDE12_CSVlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_FR.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_FR.ds","CustomOutput"
"295","Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SUPprdJS_REPART_02_CALC_MT_OEUV_IDE12_CSVlog.txt","","","#PAR_PATH_DATASET#DS_EXTRACT_BI_IDE12_EN.ds","/work/home/dsprd1/applications/sup/repar/datastage/dataset/DS_EXTRACT_BI_IDE12_EN.ds","CustomOutput"
"296","Jx_REPART_02_CALC_MT_OEUV_IDE12_CSV","SUPprdJS_REPART_02_CALC_MT_OEUV_IDE12_CSVlog.txt","\(2)\(2)0\(1)\(3)file\(2)#PAR_PATH_RESULTAT#SF_EXTRACT_BI_IDE12_EN.csv\(2)0","/work/home/dsprd1/applications/sup/repar/datastage/resultats/SF_EXTRACT_BI_IDE12_EN.csv","","","CustomInput"
"297","Jx_REPART_05_CONVERT_CSV_XLS_IDE12CMPLX","SUPprdJS_REPART_02_CONV_IDE12CMPLX_CSV_XLSX_ZIP_ENlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12CMPLX#OA-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","","","CustomOutput"
"298","Jx_REPART_05_CONVERT_CSV_XLS_IDE12","SUPprdJS_REPART_02_CONV_IDE12CMPLX_CSV_XLSX_ZIP_ENlog.txt","\(2)\(2)0\(1)\(3)file \(2)#PAR_PATH_RESULTAT_IDE12#OM-#PAR_NUM_REPART#-#PAR_NUM_COAD#.csv\(2)0","","","","CustomOutput"
